target_id	pdb_id	status	domain_ids	domain_residue_ranges	chain_id	auth_chain_id	entity_id	observed_label_seq_ranges	observed_label_seq_count	domain_residue_coverage	domain_missing_count	chain_supports_domain	reference_path	sha256	notes
T1278	9haw	candidate	T1278-D1	34-370	C	C	1	33-370	338	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9haw.cif	dc7cd87f5f373fa08b777ddb0adb488950b08b18c4fa871d3a5a758f85f020f3	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAW_1 | F420-dependent glucose-6-phosphate dehydrogenase without ligand | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9haw	candidate	T1278-D1	34-370	D	D	1	34-371	338	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9haw.cif	dc7cd87f5f373fa08b777ddb0adb488950b08b18c4fa871d3a5a758f85f020f3	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAW_1 | F420-dependent glucose-6-phosphate dehydrogenase without ligand | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9haw	candidate	T1278-D1	34-370	E	E	1	32-370	339	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9haw.cif	dc7cd87f5f373fa08b777ddb0adb488950b08b18c4fa871d3a5a758f85f020f3	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAW_1 | F420-dependent glucose-6-phosphate dehydrogenase without ligand | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9haw	candidate	T1278-D1	34-370	F	F	1	34-370	337	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9haw.cif	dc7cd87f5f373fa08b777ddb0adb488950b08b18c4fa871d3a5a758f85f020f3	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAW_1 | F420-dependent glucose-6-phosphate dehydrogenase without ligand | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9haw	candidate	T1278-D1	34-370	G	G	1	32-371	340	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9haw.cif	dc7cd87f5f373fa08b777ddb0adb488950b08b18c4fa871d3a5a758f85f020f3	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAW_1 | F420-dependent glucose-6-phosphate dehydrogenase without ligand | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9haw	candidate	T1278-D1	34-370	H	H	1	34-371	338	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9haw.cif	dc7cd87f5f373fa08b777ddb0adb488950b08b18c4fa871d3a5a758f85f020f3	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAW_1 | F420-dependent glucose-6-phosphate dehydrogenase without ligand | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9haw	candidate	T1278-D1	34-370	I	I	1	34-370	337	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9haw.cif	dc7cd87f5f373fa08b777ddb0adb488950b08b18c4fa871d3a5a758f85f020f3	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAW_1 | F420-dependent glucose-6-phosphate dehydrogenase without ligand | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9haw	candidate	T1278-D1	34-370	J	J	1	34-370	337	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9haw.cif	dc7cd87f5f373fa08b777ddb0adb488950b08b18c4fa871d3a5a758f85f020f3	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAW_1 | F420-dependent glucose-6-phosphate dehydrogenase without ligand | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9haw	candidate	T1278-D1	34-370	K	K	1	32-371	340	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9haw.cif	dc7cd87f5f373fa08b777ddb0adb488950b08b18c4fa871d3a5a758f85f020f3	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAW_1 | F420-dependent glucose-6-phosphate dehydrogenase without ligand | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9haw	candidate	T1278-D1	34-370	L	L	1	34-371	338	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9haw.cif	dc7cd87f5f373fa08b777ddb0adb488950b08b18c4fa871d3a5a758f85f020f3	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAW_1 | F420-dependent glucose-6-phosphate dehydrogenase without ligand | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9haw	candidate	T1278-D1	34-370	M	M	1	34-371	338	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9haw.cif	dc7cd87f5f373fa08b777ddb0adb488950b08b18c4fa871d3a5a758f85f020f3	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAW_1 | F420-dependent glucose-6-phosphate dehydrogenase without ligand | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9haw	candidate	T1278-D1	34-370	N	N	1	34-372	339	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9haw.cif	dc7cd87f5f373fa08b777ddb0adb488950b08b18c4fa871d3a5a758f85f020f3	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAW_1 | F420-dependent glucose-6-phosphate dehydrogenase without ligand | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9haw	candidate	T1278-D1	34-370	O	Q	1	33-371	339	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9haw.cif	dc7cd87f5f373fa08b777ddb0adb488950b08b18c4fa871d3a5a758f85f020f3	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAW_1 | F420-dependent glucose-6-phosphate dehydrogenase without ligand | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9haw	candidate	T1278-D1	34-370	P	R	1	33-370	338	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9haw.cif	dc7cd87f5f373fa08b777ddb0adb488950b08b18c4fa871d3a5a758f85f020f3	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAW_1 | F420-dependent glucose-6-phosphate dehydrogenase without ligand | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9haw	candidate	T1278-D1	34-370	Q	O	1	34-371	338	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9haw.cif	dc7cd87f5f373fa08b777ddb0adb488950b08b18c4fa871d3a5a758f85f020f3	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAW_1 | F420-dependent glucose-6-phosphate dehydrogenase without ligand | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9haw	candidate	T1278-D1	34-370	R	P	1	32-371	340	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9haw.cif	dc7cd87f5f373fa08b777ddb0adb488950b08b18c4fa871d3a5a758f85f020f3	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAW_1 | F420-dependent glucose-6-phosphate dehydrogenase without ligand | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hax	candidate	T1278-D1	34-370	A	A	1	30-370	341	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hax.cif	26366f0c5825a8818d2f00774a3f99ad7b2c4736cfbfa622a4205163a5358437	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAX_1 | F420-dependent glucose-6-phosphate dehydrogenase | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hax	candidate	T1278-D1	34-370	B	B	1	34-370	337	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hax.cif	26366f0c5825a8818d2f00774a3f99ad7b2c4736cfbfa622a4205163a5358437	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAX_1 | F420-dependent glucose-6-phosphate dehydrogenase | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hax	candidate	T1278-D1	34-370	C	C	1	30-370	341	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hax.cif	26366f0c5825a8818d2f00774a3f99ad7b2c4736cfbfa622a4205163a5358437	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAX_1 | F420-dependent glucose-6-phosphate dehydrogenase | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hax	candidate	T1278-D1	34-370	D	D	1	30-370	341	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hax.cif	26366f0c5825a8818d2f00774a3f99ad7b2c4736cfbfa622a4205163a5358437	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAX_1 | F420-dependent glucose-6-phosphate dehydrogenase | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hax	candidate	T1278-D1	34-370	E	E	1	34-370	337	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hax.cif	26366f0c5825a8818d2f00774a3f99ad7b2c4736cfbfa622a4205163a5358437	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAX_1 | F420-dependent glucose-6-phosphate dehydrogenase | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hax	candidate	T1278-D1	34-370	F	F	1	31-370	340	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hax.cif	26366f0c5825a8818d2f00774a3f99ad7b2c4736cfbfa622a4205163a5358437	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAX_1 | F420-dependent glucose-6-phosphate dehydrogenase | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hax	candidate	T1278-D1	34-370	G	G	1	30-370	341	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hax.cif	26366f0c5825a8818d2f00774a3f99ad7b2c4736cfbfa622a4205163a5358437	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAX_1 | F420-dependent glucose-6-phosphate dehydrogenase | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hax	candidate	T1278-D1	34-370	H	H	1	32-370	339	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hax.cif	26366f0c5825a8818d2f00774a3f99ad7b2c4736cfbfa622a4205163a5358437	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAX_1 | F420-dependent glucose-6-phosphate dehydrogenase | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hax	candidate	T1278-D1	34-370	I	I	1	32-370	339	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hax.cif	26366f0c5825a8818d2f00774a3f99ad7b2c4736cfbfa622a4205163a5358437	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAX_1 | F420-dependent glucose-6-phosphate dehydrogenase | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hax	candidate	T1278-D1	34-370	J	J	1	30-370	341	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hax.cif	26366f0c5825a8818d2f00774a3f99ad7b2c4736cfbfa622a4205163a5358437	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAX_1 | F420-dependent glucose-6-phosphate dehydrogenase | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hax	candidate	T1278-D1	34-370	K	K	1	30-370	341	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hax.cif	26366f0c5825a8818d2f00774a3f99ad7b2c4736cfbfa622a4205163a5358437	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAX_1 | F420-dependent glucose-6-phosphate dehydrogenase | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hax	candidate	T1278-D1	34-370	L	L	1	30-370	341	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hax.cif	26366f0c5825a8818d2f00774a3f99ad7b2c4736cfbfa622a4205163a5358437	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAX_1 | F420-dependent glucose-6-phosphate dehydrogenase | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hay	candidate	T1278-D1	34-370	A	A	1	34-370	337	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hay.cif	2b873270844ea497acaf12812bda01c5f18b3f110b51d25e19ecfddeac536c25	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAY_1 | F420-dependent glucose-6-phosphate dehydrogenase with glucose-6-phosphate | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hay	candidate	T1278-D1	34-370	B	B	1	34-371	338	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hay.cif	2b873270844ea497acaf12812bda01c5f18b3f110b51d25e19ecfddeac536c25	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAY_1 | F420-dependent glucose-6-phosphate dehydrogenase with glucose-6-phosphate | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hay	candidate	T1278-D1	34-370	C	C	1	34-371	338	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hay.cif	2b873270844ea497acaf12812bda01c5f18b3f110b51d25e19ecfddeac536c25	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAY_1 | F420-dependent glucose-6-phosphate dehydrogenase with glucose-6-phosphate | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hay	candidate	T1278-D1	34-370	D	D	1	32-371	340	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hay.cif	2b873270844ea497acaf12812bda01c5f18b3f110b51d25e19ecfddeac536c25	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAY_1 | F420-dependent glucose-6-phosphate dehydrogenase with glucose-6-phosphate | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hay	candidate	T1278-D1	34-370	E	E	1	34-371	338	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hay.cif	2b873270844ea497acaf12812bda01c5f18b3f110b51d25e19ecfddeac536c25	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAY_1 | F420-dependent glucose-6-phosphate dehydrogenase with glucose-6-phosphate | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hay	candidate	T1278-D1	34-370	F	F	1	34-370	337	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hay.cif	2b873270844ea497acaf12812bda01c5f18b3f110b51d25e19ecfddeac536c25	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAY_1 | F420-dependent glucose-6-phosphate dehydrogenase with glucose-6-phosphate | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hay	candidate	T1278-D1	34-370	G	G	1	34-370	337	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hay.cif	2b873270844ea497acaf12812bda01c5f18b3f110b51d25e19ecfddeac536c25	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAY_1 | F420-dependent glucose-6-phosphate dehydrogenase with glucose-6-phosphate | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hay	candidate	T1278-D1	34-370	H	H	1	34-370	337	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hay.cif	2b873270844ea497acaf12812bda01c5f18b3f110b51d25e19ecfddeac536c25	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAY_1 | F420-dependent glucose-6-phosphate dehydrogenase with glucose-6-phosphate | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hay	candidate	T1278-D1	34-370	I	I	1	34-371	338	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hay.cif	2b873270844ea497acaf12812bda01c5f18b3f110b51d25e19ecfddeac536c25	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAY_1 | F420-dependent glucose-6-phosphate dehydrogenase with glucose-6-phosphate | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hay	candidate	T1278-D1	34-370	J	J	1	34-371	338	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hay.cif	2b873270844ea497acaf12812bda01c5f18b3f110b51d25e19ecfddeac536c25	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAY_1 | F420-dependent glucose-6-phosphate dehydrogenase with glucose-6-phosphate | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hay	candidate	T1278-D1	34-370	K	K	1	34-371	338	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hay.cif	2b873270844ea497acaf12812bda01c5f18b3f110b51d25e19ecfddeac536c25	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAY_1 | F420-dependent glucose-6-phosphate dehydrogenase with glucose-6-phosphate | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hay	candidate	T1278-D1	34-370	L	L	1	34-371	338	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hay.cif	2b873270844ea497acaf12812bda01c5f18b3f110b51d25e19ecfddeac536c25	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAY_1 | F420-dependent glucose-6-phosphate dehydrogenase with glucose-6-phosphate | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hay	candidate	T1278-D1	34-370	M	M	1	34-370	337	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hay.cif	2b873270844ea497acaf12812bda01c5f18b3f110b51d25e19ecfddeac536c25	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAY_1 | F420-dependent glucose-6-phosphate dehydrogenase with glucose-6-phosphate | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hay	candidate	T1278-D1	34-370	N	N	1	34-371	338	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hay.cif	2b873270844ea497acaf12812bda01c5f18b3f110b51d25e19ecfddeac536c25	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAY_1 | F420-dependent glucose-6-phosphate dehydrogenase with glucose-6-phosphate | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hay	candidate	T1278-D1	34-370	O	O	1	34-371	338	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hay.cif	2b873270844ea497acaf12812bda01c5f18b3f110b51d25e19ecfddeac536c25	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAY_1 | F420-dependent glucose-6-phosphate dehydrogenase with glucose-6-phosphate | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hay	candidate	T1278-D1	34-370	P	P	1	34-371	338	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hay.cif	2b873270844ea497acaf12812bda01c5f18b3f110b51d25e19ecfddeac536c25	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAY_1 | F420-dependent glucose-6-phosphate dehydrogenase with glucose-6-phosphate | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hay	candidate	T1278-D1	34-370	Q	Q	1	34-371	338	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hay.cif	2b873270844ea497acaf12812bda01c5f18b3f110b51d25e19ecfddeac536c25	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAY_1 | F420-dependent glucose-6-phosphate dehydrogenase with glucose-6-phosphate | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T1278	9hay	candidate	T1278-D1	34-370	R	R	1	34-371	338	1.000000	0	true	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hay.cif	2b873270844ea497acaf12812bda01c5f18b3f110b51d25e19ecfddeac536c25	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAY_1 | F420-dependent glucose-6-phosphate dehydrogenase with glucose-6-phosphate | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T2278	9hav	candidate	T1278-D1		A	A	1	33-370	338	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hav.cif	4883f756bc6db3c32b1ea09001e16ab3580252ec592d986276ab30a5d09f2b88	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAV_1 | F420-dependent glucose-6-phosphate dehydrogenase from Thermomicrobium roseus with glucose | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T2278	9hav	candidate	T1278-D1		B	B	1	35-369	335	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hav.cif	4883f756bc6db3c32b1ea09001e16ab3580252ec592d986276ab30a5d09f2b88	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAV_1 | F420-dependent glucose-6-phosphate dehydrogenase from Thermomicrobium roseus with glucose | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
